,Sliding window,shenzhen,futian,baoan,pingshan,guangming,longhua,luohu,nanshan,yantian,longgang
0,2020-02-18,0.05521460857045585,0.07497415054391632,0.06768107975756038,0.07564653793188261,0.10662296371463996,0.08982890470575655,0.0913246844853618,0.07276075906769,0.10037972506342058,0.06766808273073541
1,2020-02-19,0.054801671683517364,0.07466329522188543,0.0691766619956462,0.07698313522406032,0.10416363530111532,0.0912891978718843,0.089718714798914,0.07310547481027765,0.09920494886146505,0.06662068253747741
2,2020-02-20,0.054803527749570605,0.07468366959338324,0.07026410976127073,0.07777869924794795,0.10479384090901274,0.09082200334362599,0.08768574951396345,0.07247021989801523,0.09783982034580195,0.06658243598823789
3,2020-02-21,0.05492336659567776,0.07568233225683707,0.07150183272515874,0.07877137015887885,0.10470374090702644,0.08927821655165392,0.08721472884992451,0.0715243754278632,0.09868551207906852,0.0665162187074514
4,2020-02-22,0.05511744497263697,0.07707091845286183,0.07165334859727064,0.07879715140433119,0.10557008958473973,0.08960733017666203,0.0881972617753501,0.07138947567867936,0.0959267164374213,0.06654124471658637
5,2020-02-23,0.05500363712209753,0.07826325233630672,0.07153524235681703,0.07821429818675135,0.10466815687673495,0.08870501483023452,0.08929361639454146,0.07190029069370059,0.09612614320396416,0.06628818108944422
6,2020-02-24,0.054639102619683334,0.07889418204804392,0.07055834797127941,0.07811242488961713,0.10247648943023577,0.09036187919356045,0.08900721558931349,0.0727541151772576,0.0941891674949372,0.06647184294133998
7,2020-02-25,0.054307474465101944,0.07963793509419557,0.06932741825915853,0.07666915346177115,0.10233217885776674,0.08948870979974444,0.08880998758965122,0.07327190046266271,0.09301184969822193,0.06609418400130454
8,2020-02-26,0.05336524502821093,0.0789046231106421,0.06821237814789632,0.07638307178353325,0.10046791564455292,0.0877761393818535,0.08760565665337555,0.0739107199587554,0.09174469422421089,0.0646413327261232
9,2020-02-27,0.05276777613960412,0.08011310476495292,0.06783884651407837,0.07554998520548474,0.09728277522873484,0.08599767715173894,0.08814950809556116,0.07478316219720899,0.09234077280238026,0.06391212606001428
10,2020-02-28,0.05172809320556614,0.08054729496780715,0.06723660217868126,0.07527919349650831,0.09466463699093712,0.08575148910347097,0.08383914686937136,0.07573142044180722,0.09265192582107915,0.061621279213310905
11,2020-02-29,0.051501391352663316,0.08126699966352252,0.06826689954135724,0.07494267753201803,0.09455493788955455,0.08735422965794674,0.08433389646982335,0.07628267498093753,0.09227776321109053,0.059872005328040316
12,2020-03-01,0.051624592976727154,0.0832431760185731,0.06804323909133535,0.0740475693056659,0.09389903488797638,0.08844123578647277,0.08270723934238677,0.07696741950159074,0.09511090016568527,0.06059870697250772
13,2020-03-02,0.05165124824175127,0.08377936712053102,0.06853464143745276,0.07231916924574605,0.0934216048540369,0.08971230386287339,0.08169033935430997,0.07799137956034917,0.09610514157909586,0.06052615427215081
14,2020-03-03,0.05189288017911959,0.08532232593094605,0.06894705784962928,0.07094344415503757,0.0947783902820693,0.0909425244139074,0.08161436932610963,0.07777954415356858,0.096445514210533,0.060186776589821196
15,2020-03-04,0.052051114522429956,0.08592095388216897,0.06887510741834112,0.06910634534608492,0.09692120780655399,0.08838323547518984,0.08293148628288398,0.07701685584397923,0.09705497579964037,0.05996844836346106
16,2020-03-05,0.05226061151844757,0.08677605008991648,0.06970599232892619,0.0685800333516708,0.09638899926687611,0.09053809639867759,0.08397410860833358,0.07804896712802283,0.10093854793001708,0.05959302108610262
17,2020-03-06,0.052005204149789847,0.08584481918071063,0.0690799472271518,0.06623576585158956,0.09597744134281336,0.09021139010921528,0.08384635789045973,0.07834513445610508,0.10002742442872871,0.0597987392031411
18,2020-03-07,0.05178239285313429,0.08383511603268184,0.06977393184674768,0.0652422150850608,0.09476611881119938,0.09109460707192238,0.08373967884520131,0.07845897436841696,0.09917961292767496,0.05943671601189903
19,2020-03-08,0.05194979933239676,0.08340622033696857,0.06934489539376576,0.06683874208006473,0.09345586839973642,0.09175500697947774,0.08278307480813786,0.08060511886406821,0.0992893193262636,0.06001777995679405
20,2020-03-09,0.05193754818233781,0.08187447918732811,0.069631997253317,0.06746836191103435,0.09429953363046165,0.0933306290714165,0.08232572847619664,0.07991473637692992,0.10025151577105748,0.05998996206599998
21,2020-03-10,0.05158785653016687,0.07975690373146645,0.06883535459435798,0.0683878521106237,0.09408250883967831,0.09548199482902343,0.08144348258761668,0.07867847476089611,0.10069062342981394,0.060160646457707655
22,2020-03-11,0.05143598608481991,0.07796088929338647,0.06832346553574513,0.06953416480596884,0.09346930267703651,0.09697592975659376,0.08070618222718545,0.07913875063192086,0.10259583784559037,0.06032539877333938
23,2020-03-12,0.05134337514500181,0.077237587879503,0.06906641843743225,0.06968302832072285,0.09338880159848634,0.09818895189078425,0.0792756993711692,0.07869487115865899,0.10178725125706772,0.060273715949080035
24,2020-03-13,0.051307466076200625,0.07624882013503846,0.06976264828597216,0.07036654252930706,0.09434615821892807,0.0988523450455196,0.07836046014915486,0.08109085225641731,0.09598137184095126,0.06029284467717673
25,2020-03-14,0.05161473376250608,0.07604689664241579,0.06993510655382343,0.07275202974168261,0.09503410206888126,0.10113677109754421,0.07760311851440173,0.08219619985860473,0.0978157732690069,0.06013661084199379
26,2020-03-15,0.05177797954290711,0.07544330204196605,0.07011457710392466,0.07313234933398256,0.09568609216765389,0.10349002716537886,0.07707497050220813,0.08313778028601759,0.09891618622979262,0.060862534548653646
27,2020-03-16,0.05204695223673991,0.07494693497045311,0.07080166315274801,0.07480412956624549,0.09940137819821224,0.1057482356149639,0.07831144946827563,0.08228408698236767,0.09920788916448832,0.06045600821457664
28,2020-03-17,0.05207355145596624,0.07370644080898138,0.07172031412090607,0.07610999197749536,0.09869695540865914,0.1063662215991505,0.08018648618018538,0.08230929873952961,0.10120561100951812,0.060860855963309334
29,2020-03-18,0.05191872339522894,0.07266125646823209,0.07181862206318615,0.07802195173947396,0.09695749630074728,0.11021607075679203,0.08086280578403997,0.08139050192509582,0.10462742185832392,0.06102563188253842
30,2020-03-19,0.05166600129184289,0.07167452342547809,0.07131721874379704,0.07768206097720648,0.09645683050614323,0.1110097203111556,0.08186343044375172,0.08227948202566054,0.10327499654808078,0.0614498015905482
31,2020-03-20,0.05196335112021365,0.0719114514856131,0.07224434357374432,0.07679392668380502,0.0959840728475798,0.11216503558107328,0.08375862995448183,0.08365429331096544,0.10341349672192691,0.06183765928340986
32,2020-03-21,0.052072853194635636,0.07202841880886077,0.07187429087539844,0.07724493295372771,0.09399559286072416,0.1183171160930489,0.0833603937899804,0.08511250820760846,0.10757815245651302,0.0625646778332635
33,2020-03-22,0.05236197201388187,0.07159917721966096,0.07165984112882,0.08010027739865616,0.09535542176515152,0.12206820186295948,0.0845050551804666,0.08647798605037453,0.10894723245013144,0.06380851821896757
34,2020-03-23,0.05308154433624943,0.07164836667385881,0.07150988753748326,0.08264519446780473,0.0982050860370466,0.1259044763973609,0.08517838020826045,0.08896389461989006,0.1085057072182904,0.066326447762888
35,2020-03-24,0.053536205876503394,0.07175051306586054,0.07201537821039716,0.08511013496960991,0.09854825813847565,0.1254712439210992,0.0860386817065973,0.09166443187986048,0.1071596104776916,0.06836825714119364
36,2020-03-25,0.05391374558150779,0.07241437915774994,0.07318940230896098,0.08400075984538777,0.10016114813503127,0.1249107183142284,0.08699183096638782,0.09327880313748572,0.10502559850555808,0.06876517442534004
37,2020-03-26,0.05396433869843791,0.0719724014259316,0.07275198625113202,0.08645883983670521,0.10134815250057877,0.12288725651831817,0.08721431858490696,0.09266477940235723,0.10688258340602076,0.06914939905685527
38,2020-03-27,0.0543268190309373,0.07298823942137685,0.07216964333631651,0.08797120127960815,0.10032981771556673,0.1211133293057619,0.08718909901814653,0.09452564152169829,0.1075029761592487,0.06937991090351245
39,2020-03-28,0.05470935152067229,0.07441676839385791,0.07134354259085716,0.08848550805821705,0.100001896316785,0.12198121439561842,0.0847786331650455,0.09563889832445377,0.10769074725473494,0.06999712488156525
40,2020-03-29,0.055450964114612464,0.0766025556037995,0.07166383454483417,0.08808333199955837,0.10028929195253368,0.1223638902133775,0.0850626477473118,0.09640694852232393,0.10601794330357042,0.07055595567404728
41,2020-03-30,0.05559352629282436,0.0774916286045371,0.07057314633072738,0.086506357466331,0.09824495420433611,0.11834062255141797,0.0847951624632583,0.0960954382371484,0.10781692639255629,0.07174166618216613
